Age,Workclass,Final Weight,Education,Education Number of Years,Marital-status,Occupation,Relationship,Race,Sex,Capital-gain,Capital-loss,Hours-per-week,Native-country,Income,Age_original,combined_group,sample_weight,Race_Sex_combined,Age_Sex_combined
Early Adulthood,Self-emp-not-inc,195607,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K,28,Early Adulthood_Self-emp-not-inc_HS-grad_Married-civ-spouse_Sales_Wife_White_Female_United-States,1.5,White_Female,Early Adulthood_Female
Early Adulthood,Private,245173,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,1669,45,United-States,<=50K,34,Early Adulthood_Private_HS-grad_Divorced_Sales_Not-in-family_White_Male_United-States,0.59375,White_Male,Early Adulthood_Male
Early Adulthood,Private,138441,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,37,Early Adulthood_Private_HS-grad_Divorced_Transport-moving_Not-in-family_White_Male_United-States,0.53125,White_Male,Early Adulthood_Male
Youth,Private,67467,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,25,Youth_Private_HS-grad_Married-civ-spouse_Tech-support_Husband_White_Male_United-States,0.5,White_Male,Youth_Male
Midlife,Private,102569,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,65,United-States,>50K,46,Midlife_Private_Masters_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,0.541095890410959,White_Male,Midlife_Male
Youth,Private,213341,11th,7,Married-spouse-absent,Handlers-cleaners,Own-child,White,Male,0,1762,40,Dominican-Republic,<=50K,21,Youth_Private_11th_Married-spouse-absent_Handlers-cleaners_Own-child_White_Male_Dominican-Republic,0.5,White_Male,Youth_Male
Early Adulthood,Private,37202,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K,26,Early Adulthood_Private_Bachelors_Never-married_Prof-specialty_Not-in-family_White_Female_United-States,0.5625,White_Female,Early Adulthood_Female
Midlife,Private,140219,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K,47,Midlife_Private_HS-grad_Never-married_Adm-clerical_Other-relative_White_Female_United-States,0.5,White_Female,Midlife_Female
Youth,Private,298860,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K,18,Youth_Private_12th_Never-married_Handlers-cleaners_Own-child_White_Male_United-States,0.5,White_Male,Youth_Male
Youth,Private,51362,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,16,United-States,<=50K,22,Youth_Private_Bachelors_Never-married_Sales_Not-in-family_White_Female_United-States,0.5,White_Female,Youth_Female
Early Adulthood,Private,199947,Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,30,United-States,<=50K,36,Early Adulthood_Private_Some-college_Divorced_Machine-op-inspct_Own-child_White_Female_United-States,0.5,White_Female,Early Adulthood_Female
Midlife,Self-emp-not-inc,32552,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,United-States,<=50K,59,Midlife_Self-emp-not-inc_HS-grad_Married-civ-spouse_Transport-moving_Husband_White_Male_United-States,0.6818181818181818,White_Male,Midlife_Male
Early Adulthood,Private,183845,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,38,El-Salvador,<=50K,33,Early Adulthood_Private_HS-grad_Married-civ-spouse_Other-service_Wife_White_Female_El-Salvador,0.5,White_Female,Early Adulthood_Female
Early Adulthood,Private,181091,10th,6,Divorced,Craft-repair,Not-in-family,White,Male,0,0,35,England,<=50K,33,Early Adulthood_Private_10th_Divorced_Craft-repair_Not-in-family_White_Male_England,0.5,White_Male,Early Adulthood_Male
Midlife,Self-emp-inc,135643,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,50,South,<=50K,53,Midlife_Self-emp-inc_Bachelors_Married-civ-spouse_Adm-clerical_Wife_Asian-Pac-Islander_Female_South,0.5,Asian-Pac-Islander_Female,Midlife_Female
Midlife,State-gov,96249,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,3411,0,40,United-States,<=50K,44,Midlife_State-gov_Some-college_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,1.0714285714285714,White_Male,Midlife_Male
Midlife,Private,181220,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,55,Midlife_Private_HS-grad_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,1.2755102040816326,White_Male,Midlife_Male
Midlife,Private,133025,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K,56,Midlife_Private_HS-grad_Married-civ-spouse_Transport-moving_Husband_White_Male_United-States,0.8576923076923076,White_Male,Midlife_Male
Midlife,Self-emp-not-inc,124865,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K,54,Midlife_Self-emp-not-inc_Some-college_Divorced_Sales_Not-in-family_White_Female_United-States,0.5,White_Female,Midlife_Female
Midlife,Private,45599,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,51,Midlife_Private_HS-grad_Divorced_Prof-specialty_Not-in-family_White_Male_United-States,0.75,White_Male,Midlife_Male
Early Adulthood,Private,194293,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,2463,0,38,United-States,<=50K,31,Early Adulthood_Private_Some-college_Never-married_Adm-clerical_Not-in-family_White_Female_United-States,0.5073529411764706,White_Female,Early Adulthood_Female
Midlife,Private,102180,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,43,Midlife_Private_Masters_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,0.541095890410959,White_Male,Midlife_Male
Midlife,Private,121130,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,44,Midlife_Private_HS-grad_Divorced_Other-service_Unmarried_White_Female_United-States,0.5,White_Female,Midlife_Female
Youth,Private,138768,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,50,United-States,<=50K,22,Youth_Private_Some-college_Never-married_Exec-managerial_Own-child_White_Male_United-States,0.5,White_Male,Youth_Male
Midlife,State-gov,98989,HS-grad,9,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,43,Midlife_State-gov_HS-grad_Married-civ-spouse_Other-service_Husband_Amer-Indian-Eskimo_Male_United-States,0.5,Amer-Indian-Eskimo_Male,Midlife_Male
Early Adulthood,State-gov,126327,Assoc-acdm,12,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,26,Early Adulthood_State-gov_Assoc-acdm_Never-married_Adm-clerical_Unmarried_Black_Female_United-States,0.5,Black_Female,Early Adulthood_Female
Early Adulthood,Private,113364,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,18,United-States,<=50K,30,Early Adulthood_Private_Bachelors_Never-married_Sales_Own-child_White_Male_United-States,0.5652173913043478,White_Male,Early Adulthood_Male
Early Adulthood,Private,326199,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,2580,0,40,United-States,<=50K,30,Early Adulthood_Private_9th_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,0.5238095238095238,White_Male,Early Adulthood_Male
Midlife,Private,376789,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,15,United-States,<=50K,46,Midlife_Private_HS-grad_Never-married_Other-service_Not-in-family_White_Male_United-States,0.5,White_Male,Midlife_Male
Early Adulthood,Private,137063,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,27,Early Adulthood_Private_Bachelors_Married-civ-spouse_Sales_Husband_White_Male_United-States,2.056603773584906,White_Male,Early Adulthood_Male
Early Adulthood,Private,279145,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,26,Early Adulthood_Private_HS-grad_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,0.6767441860465117,White_Male,Early Adulthood_Male
Early Adulthood,Private,178815,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,8614,0,40,United-States,>50K,36,Early Adulthood_Private_Bachelors_Never-married_Exec-managerial_Not-in-family_White_Male_United-States,1.95,White_Male,Early Adulthood_Male
Youth,Self-emp-not-inc,245369,HS-grad,9,Separated,Craft-repair,Own-child,White,Male,0,0,35,United-States,<=50K,25,Youth_Self-emp-not-inc_HS-grad_Separated_Craft-repair_Own-child_White_Male_United-States,0.5,White_Male,Youth_Male
Early Adulthood,Federal-gov,49593,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,<=50K,30,Early Adulthood_Federal-gov_Prof-school_Never-married_Prof-specialty_Not-in-family_Black_Female_United-States,0.5,Black_Female,Early Adulthood_Female
Midlife,State-gov,238648,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,7298,0,40,United-States,>50K,46,Midlife_State-gov_HS-grad_Married-civ-spouse_Other-service_Husband_Black_Male_United-States,1.0,Black_Male,Midlife_Male
Midlife,Private,166181,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,48,United-States,>50K,47,Midlife_Private_Some-college_Married-civ-spouse_Adm-clerical_Wife_Black_Female_United-States,0.6666666666666666,Black_Female,Midlife_Female
Elderly,Self-emp-inc,249043,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,5556,0,26,United-States,>50K,66,Elderly_Self-emp-inc_Bachelors_Married-civ-spouse_Sales_Husband_White_Male_United-States,0.6,White_Male,Elderly_Male
Midlife,Private,156403,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,43,Midlife_Private_10th_Married-civ-spouse_Handlers-cleaners_Husband_White_Male_United-States,0.5625,White_Male,Midlife_Male
Elderly,?,128529,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,20,United-States,<=50K,71,Elderly_?_HS-grad_Widowed_?_Not-in-family_White_Female_United-States,0.5113636363636364,White_Female,Elderly_Female
Early Adulthood,Federal-gov,186934,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1848,55,United-States,>50K,36,Early Adulthood_Federal-gov_Bachelors_Married-civ-spouse_Adm-clerical_Husband_White_Male_United-States,0.75,White_Male,Early Adulthood_Male
Midlife,?,148489,HS-grad,9,Married-spouse-absent,?,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K,46,Midlife_?_HS-grad_Married-spouse-absent_?_Not-in-family_Asian-Pac-Islander_Male_Philippines,0.5,Asian-Pac-Islander_Male,Midlife_Male
Midlife,Local-gov,387770,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,15,United-States,<=50K,44,Midlife_Local-gov_Some-college_Widowed_Adm-clerical_Unmarried_White_Female_United-States,0.5,White_Female,Midlife_Female
Midlife,Private,115511,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,42,Midlife_Private_Doctorate_Married-civ-spouse_Prof-specialty_Husband_White_Male_United-States,3.2777777777777777,White_Male,Midlife_Male
Early Adulthood,Private,201410,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1977,45,Philippines,>50K,39,Early Adulthood_Private_Bachelors_Married-civ-spouse_Transport-moving_Husband_White_Male_Philippines,0.5,White_Male,Early Adulthood_Male
Early Adulthood,Private,220585,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,36,Early Adulthood_Private_Assoc-acdm_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,0.6136363636363636,White_Male,Early Adulthood_Male
Midlife,Self-emp-not-inc,282066,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States,>50K,60,Midlife_Self-emp-not-inc_Bachelors_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,0.8333333333333334,White_Male,Midlife_Male
Early Adulthood,Private,280966,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,>50K,37,Early Adulthood_Private_Some-college_Married-civ-spouse_Machine-op-inspct_Husband_White_Male_United-States,1.6851851851851851,White_Male,Early Adulthood_Male
Early Adulthood,Private,291586,Bachelors,13,Never-married,Transport-moving,Own-child,White,Male,0,0,20,United-States,<=50K,26,Early Adulthood_Private_Bachelors_Never-married_Transport-moving_Own-child_White_Male_United-States,0.5,White_Male,Early Adulthood_Male
Youth,Private,142227,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,<=50K,24,Youth_Private_Bachelors_Never-married_Adm-clerical_Not-in-family_White_Female_United-States,0.5,White_Female,Youth_Female
Youth,?,104025,11th,7,Never-married,?,Own-child,White,Male,0,0,18,United-States,<=50K,17,Youth_?_11th_Never-married_?_Own-child_White_Male_United-States,0.5,White_Male,Youth_Male
Midlife,Local-gov,148254,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,<=50K,45,Midlife_Local-gov_Masters_Divorced_Prof-specialty_Not-in-family_White_Female_United-States,0.6785714285714286,White_Female,Midlife_Female
Midlife,Private,170562,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,>50K,54,Midlife_Private_Some-college_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,0.6818181818181818,White_Male,Midlife_Male
Youth,Private,222490,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,<=50K,22,Youth_Private_Some-college_Never-married_Sales_Own-child_White_Female_United-States,0.5,White_Female,Youth_Female
Elderly,Local-gov,57674,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,<=50K,63,Elderly_Local-gov_Masters_Married-civ-spouse_Prof-specialty_Husband_White_Male_United-States,0.6666666666666666,White_Male,Elderly_Male
Youth,Private,233624,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,<=50K,22,Youth_Private_HS-grad_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,0.5344827586206896,White_Male,Youth_Male
Early Adulthood,Private,42734,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,25,United-States,<=50K,27,Early Adulthood_Private_Some-college_Never-married_Other-service_Not-in-family_White_Male_United-States,0.5,White_Male,Early Adulthood_Male
Early Adulthood,Private,233107,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,33,Mexico,<=50K,33,Early Adulthood_Private_9th_Married-civ-spouse_Craft-repair_Husband_White_Male_Mexico,0.5,White_Male,Early Adulthood_Male
Elderly,Private,143110,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,<=50K,64,Elderly_Private_Bachelors_Widowed_Prof-specialty_Not-in-family_White_Female_United-States,0.5,White_Female,Elderly_Female
Midlife,Private,195844,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,50,Midlife_Private_Assoc-acdm_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,0.5714285714285714,White_Male,Midlife_Male
Midlife,Self-emp-not-inc,115896,Assoc-voc,11,Widowed,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K,44,Midlife_Self-emp-not-inc_Assoc-voc_Widowed_Prof-specialty_Unmarried_White_Female_United-States,0.5,White_Female,Midlife_Female
Early Adulthood,Private,303851,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K,31,Early Adulthood_Private_HS-grad_Married-civ-spouse_Transport-moving_Husband_White_Male_United-States,0.6815476190476191,White_Male,Early Adulthood_Male
Midlife,Private,172475,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Vietnam,<=50K,44,Midlife_Private_HS-grad_Divorced_Adm-clerical_Not-in-family_Asian-Pac-Islander_Female_Vietnam,0.5,Asian-Pac-Islander_Female,Midlife_Female
Midlife,Self-emp-not-inc,30008,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,United-States,<=50K,53,Midlife_Self-emp-not-inc_10th_Married-civ-spouse_Farming-fishing_Husband_White_Male_United-States,0.75,White_Male,Midlife_Male
Early Adulthood,Local-gov,147921,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,33,Early Adulthood_Local-gov_HS-grad_Widowed_Other-service_Unmarried_White_Female_United-States,0.5,White_Female,Early Adulthood_Female
Early Adulthood,Federal-gov,172716,12th,8,Married-civ-spouse,Armed-Forces,Husband,White,Male,0,0,40,United-States,<=50K,34,Early Adulthood_Federal-gov_12th_Married-civ-spouse_Armed-Forces_Husband_White_Male_United-States,0.5,White_Male,Early Adulthood_Male
Early Adulthood,Private,155057,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,70,United-States,<=50K,27,Early Adulthood_Private_HS-grad_Never-married_Transport-moving_Not-in-family_White_Male_United-States,0.5119047619047619,White_Male,Early Adulthood_Male
Midlife,?,152569,Assoc-voc,11,Widowed,?,Not-in-family,White,Female,0,2339,36,United-States,<=50K,43,Midlife_?_Assoc-voc_Widowed_?_Not-in-family_White_Female_United-States,0.5,White_Female,Midlife_Female
Elderly,Self-emp-not-inc,132728,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,20,United-States,<=50K,80,Elderly_Self-emp-not-inc_HS-grad_Never-married_Exec-managerial_Not-in-family_White_Male_United-States,0.5,White_Male,Elderly_Male
Early Adulthood,Private,195136,Assoc-acdm,12,Divorced,Other-service,Not-in-family,White,Female,0,0,32,United-States,<=50K,31,Early Adulthood_Private_Assoc-acdm_Divorced_Other-service_Not-in-family_White_Female_United-States,0.5,White_Female,Early Adulthood_Female
Early Adulthood,Private,377322,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,>50K,40,Early Adulthood_Private_HS-grad_Married-civ-spouse_Craft-repair_Husband_Black_Male_United-States,3.0,Black_Male,Early Adulthood_Male
Midlife,Local-gov,293941,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,53,Midlife_Local-gov_Bachelors_Married-civ-spouse_Prof-specialty_Husband_White_Male_United-States,1.425,White_Male,Midlife_Male
Midlife,Private,182123,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,44,United-States,<=50K,58,Midlife_Private_HS-grad_Married-civ-spouse_Machine-op-inspct_Husband_White_Male_United-States,0.7868217054263565,White_Male,Midlife_Male
