Age,Workclass,Final Weight,Education,Education Number of Years,Marital-status,Occupation,Relationship,Race,Sex,Capital-gain,Capital-loss,Hours-per-week,Native-country,Age_original,Income,Race_Sex_combined,Age_Sex_combined
Early Adulthood,Private,131239,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,36,<=50K,White_Male,Early Adulthood_Male
Midlife,State-gov,139157,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,50,>50K,White_Male,Midlife_Male
Early Adulthood,State-gov,305541,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,55,United-States,39,<=50K,White_Female,Early Adulthood_Female
Midlife,Private,151159,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,55,United-States,50,<=50K,White_Male,Midlife_Male
Youth,Private,84726,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,45,Germany,23,<=50K,White_Female,Youth_Female
Midlife,?,175530,5th-6th,3,Separated,?,Own-child,White,Female,0,0,56,Mexico,47,<=50K,White_Female,Midlife_Female
Early Adulthood,Local-gov,364782,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,39,>50K,White_Male,Early Adulthood_Male
Midlife,Private,137304,Bachelors,13,Married-civ-spouse,Tech-support,Wife,Black,Female,0,0,40,United-States,43,>50K,Black_Female,Midlife_Female
Youth,Private,197613,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,23,<=50K,White_Female,Youth_Female
Midlife,Self-emp-inc,171615,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,44,>50K,White_Male,Midlife_Male
Midlife,Self-emp-not-inc,105824,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,99,United-States,57,<=50K,White_Male,Midlife_Male
Midlife,Local-gov,250745,HS-grad,9,Divorced,Other-service,Own-child,White,Female,0,0,32,United-States,47,<=50K,White_Female,Midlife_Female
Early Adulthood,Private,352451,7th-8th,4,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,28,<=50K,Black_Female,Early Adulthood_Female
Youth,Private,123947,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,United-States,17,<=50K,White_Male,Youth_Male
Midlife,Private,178983,Masters,14,Separated,Sales,Unmarried,White,Female,6497,0,50,United-States,43,<=50K,White_Female,Midlife_Female
Midlife,Private,101299,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,47,>50K,White_Male,Midlife_Male
Midlife,Self-emp-inc,124993,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,53,<=50K,White_Male,Midlife_Male
Early Adulthood,Private,178478,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,26,<=50K,White_Female,Early Adulthood_Female
Midlife,Private,67001,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,46,>50K,White_Male,Midlife_Male
Youth,Private,97295,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,20,<=50K,White_Female,Youth_Female
Midlife,Local-gov,169515,Bachelors,13,Divorced,Protective-serv,Not-in-family,Black,Female,0,0,43,United-States,48,>50K,Black_Female,Midlife_Female
Midlife,Private,121253,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,1564,40,United-States,49,>50K,White_Female,Midlife_Female
Midlife,Federal-gov,35546,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,52,<=50K,White_Male,Midlife_Male
Early Adulthood,Private,111635,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,35,<=50K,White_Male,Early Adulthood_Male
Midlife,Private,207419,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,51,<=50K,White_Male,Midlife_Male
Early Adulthood,Private,143083,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,31,>50K,White_Female,Early Adulthood_Female
Midlife,Self-emp-not-inc,248094,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,42,<=50K,White_Male,Midlife_Male
Midlife,Private,170685,Some-college,10,Divorced,Sales,Unmarried,White,Male,0,0,46,United-States,41,<=50K,White_Male,Midlife_Male
Midlife,Private,116143,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,46,<=50K,White_Male,Midlife_Male
Youth,Private,223426,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Male,0,0,65,Canada,25,>50K,White_Male,Youth_Male
Youth,Private,370548,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,27,United-States,23,<=50K,White_Male,Youth_Male
Midlife,Private,245525,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,38,United-States,43,<=50K,White_Male,Midlife_Male
Midlife,Private,408229,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,15,United-States,41,<=50K,White_Male,Midlife_Male
Early Adulthood,Local-gov,181434,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,United-States,29,>50K,White_Male,Early Adulthood_Male
Early Adulthood,Private,213225,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7298,0,45,England,27,>50K,White_Female,Early Adulthood_Female
Youth,Private,199915,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,24,<=50K,White_Female,Youth_Female
Midlife,Local-gov,143104,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,38,United-States,44,>50K,White_Female,Midlife_Female
Early Adulthood,Private,874728,HS-grad,9,Never-married,Adm-clerical,Other-relative,Black,Male,0,0,40,United-States,31,<=50K,Black_Male,Early Adulthood_Male
Midlife,Private,27661,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,43,<=50K,White_Male,Midlife_Male
Midlife,Local-gov,216116,HS-grad,9,Divorced,Protective-serv,Unmarried,Black,Female,0,0,40,United-States,41,>50K,Black_Female,Midlife_Female
Midlife,Private,193882,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,43,<=50K,White_Male,Midlife_Male
Midlife,Self-emp-not-inc,98180,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,99999,0,45,United-States,50,>50K,White_Male,Midlife_Male
Elderly,Self-emp-not-inc,92353,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,70,<=50K,White_Male,Elderly_Male
Elderly,Self-emp-not-inc,184762,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,3471,0,50,United-States,78,<=50K,White_Male,Elderly_Male
Youth,?,148294,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,21,<=50K,White_Male,Youth_Male
Early Adulthood,Private,128777,Some-college,10,Never-married,Sales,Other-relative,Black,Female,0,0,40,United-States,26,<=50K,Black_Female,Early Adulthood_Female
Elderly,Private,108098,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,32,United-States,73,<=50K,White_Female,Elderly_Female
Midlife,Private,233511,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,47,<=50K,White_Male,Midlife_Male
Early Adulthood,Private,223792,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,39,>50K,White_Male,Early Adulthood_Male
Elderly,Private,43904,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Male,0,0,40,United-States,61,<=50K,Black_Male,Elderly_Male
Midlife,Private,239864,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,45,<=50K,White_Male,Midlife_Male
Midlife,Private,159075,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,47,<=50K,White_Male,Midlife_Male
Early Adulthood,Self-emp-not-inc,103474,Bachelors,13,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,38,<=50K,White_Female,Early Adulthood_Female
Youth,Private,90896,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,21,<=50K,White_Female,Youth_Female
Midlife,Private,145290,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,46,>50K,White_Male,Midlife_Male
Youth,Private,155818,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,23,<=50K,White_Female,Youth_Female
Early Adulthood,Self-emp-not-inc,35864,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Other,Male,0,0,70,Iran,28,>50K,Other_Male,Early Adulthood_Male
Youth,Private,394954,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,18,<=50K,White_Female,Youth_Female
Midlife,State-gov,34637,9th,5,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2002,40,United-States,50,<=50K,White_Male,Midlife_Male
Early Adulthood,Private,38223,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,34,<=50K,White_Male,Early Adulthood_Male
Early Adulthood,Private,352105,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,30,<=50K,Black_Female,Early Adulthood_Female
Midlife,Private,291096,1st-4th,2,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,53,<=50K,White_Male,Midlife_Male
Elderly,Self-emp-not-inc,144391,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,20,United-States,63,<=50K,White_Male,Elderly_Male
Elderly,Private,44013,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,62,<=50K,White_Male,Elderly_Male
Early Adulthood,Private,134890,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,28,<=50K,White_Male,Early Adulthood_Male
Early Adulthood,Self-emp-not-inc,497525,10th,6,Separated,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,39,<=50K,Black_Male,Early Adulthood_Male
Early Adulthood,Private,195520,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,20,United-States,28,<=50K,White_Male,Early Adulthood_Male
Midlife,Self-emp-not-inc,35166,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,75,United-States,44,<=50K,White_Male,Midlife_Male
Early Adulthood,Private,180514,Bachelors,13,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,26,<=50K,Black_Male,Early Adulthood_Male
Early Adulthood,Private,262153,11th,7,Married-spouse-absent,Craft-repair,Own-child,White,Male,0,0,40,United-States,32,<=50K,White_Male,Early Adulthood_Male
Early Adulthood,Local-gov,91039,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,39,<=50K,White_Male,Early Adulthood_Male
Elderly,?,30140,9th,5,Never-married,?,Unmarried,White,Male,0,0,40,United-States,70,<=50K,White_Male,Elderly_Male
Early Adulthood,Private,125791,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Female,0,0,15,United-States,27,<=50K,White_Female,Early Adulthood_Female
Early Adulthood,Private,337505,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Japan,31,<=50K,Asian-Pac-Islander_Male,Early Adulthood_Male
Elderly,Private,258775,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,4386,0,40,United-States,61,>50K,White_Male,Elderly_Male
Early Adulthood,Private,153152,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,0,2051,38,United-States,32,<=50K,White_Male,Early Adulthood_Male
Youth,?,120998,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,21,<=50K,White_Male,Youth_Male
Youth,Self-emp-not-inc,434102,11th,7,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,24,<=50K,White_Female,Youth_Female
Early Adulthood,Private,342768,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,39,>50K,White_Male,Early Adulthood_Male
Early Adulthood,Private,160786,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,46,United-States,29,<=50K,White_Male,Early Adulthood_Male
Midlife,Private,279440,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,40,United-States,52,>50K,White_Male,Midlife_Male
Early Adulthood,Self-emp-not-inc,67240,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,35,United-States,26,<=50K,White_Male,Early Adulthood_Male
Early Adulthood,Private,196963,Assoc-acdm,12,Never-married,Tech-support,Own-child,White,Female,0,0,15,United-States,30,<=50K,White_Female,Early Adulthood_Female
Elderly,Private,115239,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,30,United-States,70,<=50K,White_Male,Elderly_Male
Early Adulthood,Private,133937,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,29,<=50K,White_Male,Early Adulthood_Male
Early Adulthood,Private,31714,Some-college,10,Divorced,Adm-clerical,Other-relative,White,Female,4865,0,40,United-States,32,<=50K,White_Female,Early Adulthood_Female
Early Adulthood,Private,347623,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,32,<=50K,White_Male,Early Adulthood_Male
Midlife,Private,174848,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,58,<=50K,White_Male,Midlife_Male
Elderly,Self-emp-not-inc,106873,11th,7,Widowed,Sales,Not-in-family,White,Male,0,0,40,United-States,75,<=50K,White_Male,Elderly_Male
Early Adulthood,Private,49687,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,0,1980,40,United-States,37,<=50K,White_Male,Early Adulthood_Male
Early Adulthood,Private,256294,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,39,<=50K,Black_Male,Early Adulthood_Male
Elderly,State-gov,33155,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,66,>50K,White_Male,Elderly_Male
Midlife,Private,131939,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,46,<=50K,White_Male,Midlife_Male
Midlife,Local-gov,95256,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,42,United-States,49,>50K,White_Male,Midlife_Male
Early Adulthood,Private,198901,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,32,<=50K,White_Male,Early Adulthood_Male
Youth,Private,177287,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,20,<=50K,White_Female,Youth_Female
Midlife,Private,144925,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,3325,0,40,United-States,44,<=50K,White_Male,Midlife_Male
Midlife,Private,188243,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,42,>50K,White_Female,Midlife_Female
Early Adulthood,Self-emp-not-inc,198068,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,34,<=50K,White_Male,Early Adulthood_Male
Early Adulthood,Private,116960,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,37,>50K,White_Male,Early Adulthood_Male
Youth,Private,172496,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,Poland,22,<=50K,White_Male,Youth_Male
Youth,?,399449,Some-college,10,Never-married,?,Own-child,White,Female,0,0,20,United-States,21,<=50K,White_Female,Youth_Female
Early Adulthood,Private,251990,HS-grad,9,Separated,Adm-clerical,Not-in-family,Other,Male,0,0,37,United-States,33,<=50K,Other_Male,Early Adulthood_Male
Midlife,Federal-gov,28683,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,4386,0,41,United-States,54,>50K,White_Male,Midlife_Male
Early Adulthood,Private,109133,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,36,>50K,White_Male,Early Adulthood_Male
Early Adulthood,Private,24504,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,36,<=50K,White_Female,Early Adulthood_Female
Midlife,Private,201495,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,44,>50K,White_Male,Midlife_Male
Midlife,Private,187634,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,50,United-States,49,>50K,White_Female,Midlife_Female
Early Adulthood,Private,77391,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,40,<=50K,White_Male,Early Adulthood_Male
Midlife,Self-emp-not-inc,36601,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Canada,49,>50K,White_Male,Midlife_Male
Early Adulthood,Self-emp-not-inc,197193,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,27,United-States,31,<=50K,White_Male,Early Adulthood_Male
Elderly,Self-emp-not-inc,184762,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,25,Greece,81,<=50K,White_Male,Elderly_Male
Early Adulthood,Private,200671,HS-grad,9,Divorced,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,40,<=50K,Black_Male,Early Adulthood_Male
Midlife,Private,186539,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,10,United-States,47,<=50K,White_Male,Midlife_Male
Early Adulthood,Private,199816,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,39,>50K,White_Male,Early Adulthood_Male
Midlife,Private,171351,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,42,<=50K,White_Male,Midlife_Male
Early Adulthood,Private,119793,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Portugal,29,>50K,White_Male,Early Adulthood_Male
Early Adulthood,Local-gov,38876,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,40,<=50K,White_Male,Early Adulthood_Male
Early Adulthood,Private,145242,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,4386,0,20,United-States,28,>50K,White_Female,Early Adulthood_Female
Youth,?,292774,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,40,United-States,19,<=50K,White_Male,Youth_Male
Early Adulthood,State-gov,217251,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,43,United-States,32,<=50K,White_Female,Early Adulthood_Female
Early Adulthood,Private,195253,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,35,<=50K,White_Male,Early Adulthood_Male
Early Adulthood,?,139854,Assoc-acdm,12,Married-civ-spouse,?,Husband,White,Male,0,0,15,United-States,35,<=50K,White_Male,Early Adulthood_Male
Midlife,State-gov,145072,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,52,<=50K,White_Female,Midlife_Female
Youth,Private,108085,12th,8,Never-married,Other-service,Own-child,White,Female,0,0,24,United-States,17,<=50K,White_Female,Youth_Female
Youth,Private,72055,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,23,<=50K,White_Female,Youth_Female
